<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.03.19	12:30:00	133475	133725	133450	133600	86203	291083	5
2025.03.19	12:45:00	133600	133620	133450	133560	53121	179424	5
2025.03.19	13:00:00	133565	133675	133535	133650	46599	156199	5
2025.03.19	13:15:00	133655	133830	133530	133555	101132	332256	5
2025.03.19	13:30:00	133555	133785	133545	133780	69166	245894	5
2025.03.19	13:45:00	133775	133790	133540	133620	82378	283748	5
2025.03.19	14:00:00	133620	133650	133505	133570	56864	192742	5
2025.03.19	14:15:00	133570	133625	133540	133570	30816	107163	5
2025.03.19	14:30:00	133570	133790	133570	133615	64046	225205	5
2025.03.19	14:45:00	133620	133680	133255	133445	99268	325416	5
2025.03.19	15:00:00	133435	133700	133260	133580	105027	343076	5
2025.03.19	15:15:00	133580	133775	133575	133655	72798	237003	5
2025.03.19	15:30:00	133650	133865	133570	133845	116949	383846	5
2025.03.19	15:45:00	133845	134260	133765	134240	152183	518822	5
2025.03.19	16:00:00	134240	134320	133865	133945	123378	415485	5
2025.03.19	16:15:00	133940	134050	133815	133905	96314	334343	5
2025.03.19	16:30:00	133900	133955	133710	133795	72906	254642	5
2025.03.19	16:45:00	133790	133925	133780	133850	57928	187483	5
2025.03.19	17:00:00	133845	134110	133770	134060	78279	273394	5
2025.03.19	17:15:00	134055	134220	134050	134175	48924	171521	5
2025.03.19	17:30:00	134175	134250	134070	134215	34567	113556	5
2025.03.19	17:45:00	134215	134260	134100	134120	36195	108669	5
2025.03.19	18:00:00	134125	134455	134110	134345	36631	104537	5
2025.03.19	18:15:00	134340	134450	134130	134130	24070	64057	5
2025.03.20	09:00:00	133590	133600	133175	133425	249673	651115	5
2025.03.20	09:15:00	133425	133445	133060	133205	162908	482317	5
2025.03.20	09:30:00	133200	133465	133195	133415	111101	344423	5
2025.03.20	09:45:00	133415	133515	133350	133410	77602	251841	5
2025.03.20	10:00:00	133405	133590	133255	133440	222167	726255	5
2025.03.20	10:15:00	133440	133690	133340	133655	196373	637690	5
2025.03.20	10:30:00	133655	133845	133450	133655	247343	791479	5
2025.03.20	10:45:00	133660	133755	133520	133625	126806	399818	5
2025.03.20	11:00:00	133625	133660	133350	133505	182975	581417	5
2025.03.20	11:15:00	133505	133565	133230	133460	176742	557720	5
2025.03.20	11:30:00	133460	133630	133435	133495	106191	348316	5
2025.03.20	11:45:00	133495	133720	133490	133675	101006	344420	5
2025.03.20	12:00:00	133670	133955	133530	133580	149873	532061	5
2025.03.20	12:15:00	133585	133670	133530	133570	65960	223921	5
2025.03.20	12:30:00	133570	133605	133140	133170	128300	452646	5
2025.03.20	12:45:00	133170	133220	132895	133070	133191	464389	5
2025.03.20	13:00:00	133070	133255	133025	133115	88352	294532	5
2025.03.20	13:15:00	133120	133230	133075	133155	62612	209339	5
2025.03.20	13:30:00	133155	133310	133150	133295	78957	265859	5
2025.03.20	13:45:00	133295	133420	133185	133220	87105	299591	5
2025.03.20	14:00:00	133225	133380	133185	133300	65104	225924	5
2025.03.20	14:15:00	133305	133315	133170	133265	52237	188918	5
2025.03.20	14:30:00	133270	133335	133225	133310	40105	150791	5
2025.03.20	14:45:00	133305	133345	133075	133125	84434	295607	5
2025.03.20	15:00:00	133125	133340	133120	133280	76859	273978	5
2025.03.20	15:15:00	133275	133315	133000	133030	72081	257066	5
2025.03.20	15:30:00	133030	133155	132960	133015	82613	293777	5
2025.03.20	15:45:00	133015	133225	132940	132995	94765	337865	5
2025.03.20	16:00:00	133000	133130	132960	133075	69486	253691	5
2025.03.20	16:15:00	133075	133200	133065	133145	53506	199884	5
2025.03.20	16:30:00	133145	133290	133120	133250	69422	228797	5
2025.03.20	16:45:00	133250	133410	133220	133305	84761	290472	5
2025.03.20	17:00:00	133310	133340	133085	133125	72736	258091	5
2025.03.20	17:15:00	133130	133310	133125	133265	42865	143468	5
2025.03.20	17:30:00	133265	133295	133110	133155	31809	103961	5
2025.03.20	17:45:00	133160	133215	133115	133150	21514	64299	5
2025.03.20	18:00:00	133145	133245	133050	133225	36225	92462	5
2025.03.20	18:15:00	133235	133285	133190	133265	16120	39338	5
2025.03.21	09:00:00	132950	133115	132615	133040	293187	784320	5
2025.03.21	09:15:00	133035	133050	132800	132945	161726	489309	5
2025.03.21	09:30:00	132950	133040	132675	132840	177732	558928	5
2025.03.21	09:45:00	132840	132995	132840	132935	80721	245266	5
2025.03.21	10:00:00	132930	133180	132875	132890	201339	645867	5
2025.03.21	10:15:00	132890	133040	132820	132980	152639	488209	5
2025.03.21	10:30:00	132975	133425	132915	133185	247313	789100	5
2025.03.21	10:45:00	133180	133285	133010	133265	162978	524103	5
2025.03.21	11:00:00	133270	133470	133055	133370	189725	620924	5
2025.03.21	11:15:00	133365	133700	133275	133665	153863	508898	5
2025.03.21	11:30:00	133665	133735	133255	133280	142484	470830	5
2025.03.21	11:45:00	133280	133510	133190	133250	140548	475143	5
2025.03.21	12:00:00	133250	133285	132935	132985	123102	427878	5
2025.03.21	12:15:00	132985	133070	132880	133030	86350	295051	5
2025.03.21	12:30:00	133025	133095	132980	133035	54809	177821	5
2025.03.21	12:45:00	133035	133110	132965	133075	62424	206515	5
2025.03.21	13:00:00	133080	133190	132915	132975	96497	317522	5
2025.03.21	13:15:00	132980	133015	132885	132970	45601	148028	5
2025.03.21	13:30:00	132975	133185	132955	133140	69092	229207	5
2025.03.21	13:45:00	133135	133365	133125	133280	85470	299663	5
2025.03.21	14:00:00	133280	133400	133260	133380	61570	209014	5
2025.03.21	14:15:00	133375	133435	133230	133310	70886	239832	5
2025.03.21	14:30:00	133310	133395	133175	133280	70266	251035	5
2025.03.21	14:45:00	133280	133330	133160	133310	63946	222630	5
2025.03.21	15:00:00	133310	133345	133080	133085	64698	235500	5
2025.03.21	15:15:00	133080	133190	133030	133135	66769	249721	5
2025.03.21	15:30:00	133135	133305	133115	133235	60021	234050	5
2025.03.21	15:45:00	133235	133270	132885	132915	74290	288055	5
2025.03.21	16:00:00	132915	133185	132850	133130	86932	329373	5
2025.03.21	16:15:00	133130	133235	133085	133165	58175	211553	5
2025.03.21	16:30:00	133170	133400	133070	133345	94369	324789	5
2025.03.21	16:45:00	133340	133550	133220	133480	84669	298818	5
2025.03.21	17:00:00	133485	133585	133275	133360	78336	281049	5
2025.03.21	17:15:00	133360	133425	133230	133410	47741	167330	5
2025.03.21	17:30:00	133410	133435	133245	133265	27216	92240	5
2025.03.21	17:45:00	133260	133300	133140	133260	30295	97031	5
2025.03.21	18:00:00	133265	133270	133185	133225	15006	46865	5
2025.03.21	18:15:00	133220	133295	133110	133110	11970	36739	5
2025.03.24	09:00:00	133900	134145	133665	133775	220032	547860	5
2025.03.24	09:15:00	133775	133805	133480	133510	121312	341536	5
2025.03.24	09:30:00	133505	133520	132835	132905	233532	734439	5
2025.03.24	09:45:00	132900	132955	132670	132865	169891	539643	5
2025.03.24	10:00:00	132865	132955	132505	132650	218769	675036	5
2025.03.24	10:15:00	132650	132875	132565	132790	141746	419433	5
2025.03.24	10:30:00	132790	133270	132780	133025	276276	871622	5
2025.03.24	10:45:00	133025	133145	132730	132970	180714	580367	5
2025.03.24	11:00:00	132970	133060	132850	132950	116168	367672	5
2025.03.24	11:15:00	132950	133405	132885	133380	176787	596073	5
2025.03.24	11:30:00	133380	133415	132935	132995	155108	522377	5
2025.03.24	11:45:00	132990	133175	132910	133165	101905	340057	5
2025.03.24	12:00:00	133165	133185	132875	132940	117719	405883	5
2025.03.24	12:15:00	132935	133060	132895	132995	77433	266217	5
2025.03.24	12:30:00	133000	133100	132990	133005	54155	192174	5
2025.03.24	12:45:00	133005	133125	132910	133025	70857	256147	5
2025.03.24	13:00:00	133025	133035	132810	132825	82238	279705	5
2025.03.24	13:15:00	132830	132880	132720	132755	70283	238580	5
2025.03.24	13:30:00	132750	132855	132700	132800	50357	165399	5
2025.03.24	13:45:00	132795	132900	132720	132860	57485	201133	5
2025.03.24	14:00:00	132860	132865	132610	132625	74574	260724	5
2025.03.24	14:15:00	132625	132625	132150	132260	176356	657083	5
2025.03.24	14:30:00	132260	132305	132125	132200	94218	352236	5
2025.03.24	14:45:00	132205	132215	131940	132060	102279	353319	5
2025.03.24	15:00:00	132055	132095	131925	132060	81924	294678	5
2025.03.24	15:15:00	132055	132135	132005	132070	57914	218115	5
2025.03.24	15:30:00	132075	132290	132020	132160	101378	374585	5
2025.03.24	15:45:00	132155	132210	132065	132155	56623	197416	5
2025.03.24	16:00:00	132150	132210	132045	132210	56472	205178	5
2025.03.24	16:15:00	132205	132365	132160	132355	79278	296361	5
2025.03.24	16:30:00	132360	132545	132340	132365	105634	377540	5
2025.03.24	16:45:00	132365	132455	132300	132345	75536	273534	5
2025.03.24	17:00:00	132345	132445	132260	132365	56471	207674	5
2025.03.24	17:15:00	132365	132365	132160	132175	38977	137232	5
2025.03.24	17:30:00	132170	132270	132155	132235	23810	85676	5
2025.03.24	17:45:00	132235	132365	132205	132335	34315	109665	5
2025.03.24	18:00:00	132340	132505	132290	132490	34396	88241	5
2025.03.24	18:15:00	132495	132540	132395	132470	27478	65351	5
2025.03.25	09:00:00	132200	132535	132120	132265	279238	690738	5
2025.03.25	09:15:00	132270	132460	132090	132420	198395	602437	5
2025.03.25	09:30:00	132415	132575	132360	132480	132884	417737	5
2025.03.25	09:45:00	132485	132935	132455	132845	179563	576396	5
2025.03.25	10:00:00	132850	132885	132560	132615	191199	594063	5
2025.03.25	10:15:00	132615	133135	132575	132985	242572	778332	5
2025.03.25	10:30:00	132990	133505	132965	133440	252839	829191	5
2025.03.25	10:45:00	133445	133680	133345	133530	145161	462697	5
2025.03.25	11:00:00	133530	133790	133465	133755	158528	502448	5
2025.03.25	11:15:00	133755	134105	133670	134045	138188	474251	5
2025.03.25	11:30:00	134045	134065	133895	133965	103674	365902	5
2025.03.25	11:45:00	133965	134050	133870	134050	81651	290750	5
2025.03.25	12:00:00	134050	134320	133995	134205	123206	435823	5
2025.03.25	12:15:00	134200	134455	134200	134410	91035	331133	5
2025.03.25	12:30:00	134410	134455	134155	134190	74429	272291	5
2025.03.25	12:45:00	134190	134335	134150	134260	69985	252041	5
2025.03.25	13:00:00	134260	134265	134100	134165	54329	184193	5
2025.03.25	13:15:00	134170	134200	134070	134170	47972	163548	5
2025.03.25	13:30:00	134175	134225	134085	134085	47806	170301	5
2025.03.25	13:45:00	134085	134085	133410	133670	183461	654488	5
2025.03.25	14:00:00	133670	133805	133620	133685	75957	244941	5
2025.03.25	14:15:00	133680	133710	133500	133590	86912	280240	5
2025.03.25	14:30:00	133595	133640	133385	133445	100535	346651	5
2025.03.25	14:45:00	133445	133470	133220	133340	107976	375980	5
2025.03.25	15:00:00	133340	133375	133145	133270	90333	322051	5
2025.03.25	15:15:00	133275	133355	133220	133285	50075	175926	5
2025.03.25	15:30:00	133285	133455	133245	133305	62960	226370	5
2025.03.25	15:45:00	133300	133355	133150	133170	62793	225702	5
2025.03.25	16:00:00	133165	133250	133090	133140	69991	248677	5
2025.03.25	16:15:00	133140	133160	132905	132935	98143	369550	5
2025.03.25	16:30:00	132935	133135	132895	133100	60933	217929	5
2025.03.25	16:45:00	133105	133200	132975	133075	73135	250097	5
2025.03.25	17:00:00	133070	133145	132980	133130	51027	173587	5
2025.03.25	17:15:00	133125	133275	133105	133210	46235	160781	5
2025.03.25	17:30:00	133210	133245	133170	133230	19175	66891	5
2025.03.25	17:45:00	133225	133400	133220	133345	42900	153519	5
2025.03.25	18:00:00	133350	133360	133115	133240	39547	97671	5
2025.03.25	18:15:00	133235	133245	133055	133195	15397	43170	5
2025.03.26	09:00:00	133180	133630	133000	133305	273972	711463	5
2025.03.26	09:15:00	133300	133670	133280	133480	161424	487167	5
2025.03.26	09:30:00	133485	133565	133380	133470	97923	289268	5
2025.03.26	09:45:00	133470	133755	133435	133755	144232	436778	5
2025.03.26	10:00:00	133750	133770	133305	133560	263291	807131	5
2025.03.26	10:15:00	133560	133795	133235	133325	249026	767479	5
2025.03.26	10:30:00	133320	133565	133030	133175	258013	840215	5
2025.03.26	10:45:00	133175	133520	133050	133435	192888	630596	5
2025.03.26	11:00:00	133435	133765	133340	133760	145383	475322	5
2025.03.26	11:15:00	133765	133835	133560	133610	154444	524925	5
2025.03.26	11:30:00	133605	133670	133330	133475	126167	439647	5
2025.03.26	11:45:00	133470	133555	133265	133290	95647	328097	5
2025.03.26	12:00:00	133290	133495	133265	133405	95976	339779	5
2025.03.26	12:15:00	133400	133540	133300	133440	97844	366221	5
2025.03.26	12:30:00	133435	133580	133420	133535	63292	226660	5
2025.03.26	12:45:00	133540	133575	133265	133370	100215	374118	5
2025.03.26	13:00:00	133370	133535	133330	133365	66819	233899	5
2025.03.26	13:15:00	133365	133470	133320	133405	46469	161717	5
2025.03.26	13:30:00	133405	133650	133370	133555	78458	276320	5
2025.03.26	13:45:00	133550	133875	133365	133390	130992	478229	5
2025.03.26	14:00:00	133395	133415	133275	133385	70887	258198	5
2025.03.26	14:15:00	133385	133400	133095	133295	117707	427709	5
2025.03.26	14:30:00	133295	133310	133130	133190	75991	274302	5
2025.03.26	14:45:00	133190	133380	133150	133315	64263	247393	5
2025.03.26	15:00:00	133315	133480	133265	133320	91243	357182	5
2025.03.26	15:15:00	133315	133450	133290	133395	49603	184158	5
2025.03.26	15:30:00	133395	133550	133305	133335	76921	278308	5
2025.03.26	15:45:00	133335	133400	133255	133305	51947	197233	5
2025.03.26	16:00:00	133305	133365	133240	133320	44805	180268	5
2025.03.26	16:15:00	133320	133370	133220	133340	47823	189808	5
2025.03.26	16:30:00	133340	133525	133240	133465	76924	307155	5
2025.03.26	16:45:00	133465	133640	133455	133540	71456	264802	5
2025.03.26	17:00:00	133540	133655	133325	133360	64444	240642	5
2025.03.26	17:15:00	133355	133455	133275	133410	39203	151366	5
2025.03.26	17:30:00	133410	133420	133215	133305	43339	162499	5
2025.03.26	17:45:00	133310	133360	133230	133315	30394	91325	5
2025.03.26	18:00:00	133315	133335	133225	133235	24029	59383	5
2025.03.26	18:15:00	133235	133245	132605	133200	37136	115329	5
2025.03.27	09:00:00	133680	134080	133605	134010	260029	662210	5
2025.03.27	09:15:00	134010	134110	133750	133995	174405	518266	5
2025.03.27	09:30:00	133995	134165	133830	133920	164164	487687	5
2025.03.27	09:45:00	133915	134115	133815	133970	130146	396770	5
2025.03.27	10:00:00	133970	134055	133240	133785	354820	1122530	5
2025.03.27	10:15:00	133790	134045	133580	133965	257474	831708	5
2025.03.27	10:30:00	133970	134000	133685	133830	187904	574011	5
2025.03.27	10:45:00	133830	133910	133640	133785	170869	551340	5
2025.03.27	11:00:00	133790	133975	133530	133935	197802	632096	5
2025.03.27	11:15:00	133935	134000	133625	133735	151529	512688	5
2025.03.27	11:30:00	133730	133835	133605	133785	115513	382904	5
2025.03.27	11:45:00	133790	133885	133640	133685	107339	377401	5
2025.03.27	12:00:00	133685	133850	133665	133760	77799	269765	5
2025.03.27	12:15:00	133760	133985	133750	133925	85725	304413	5
2025.03.27	12:30:00	133925	134575	133890	134520	152741	521624	5
2025.03.27	12:45:00	134515	134550	134345	134465	101496	343578	5
2025.03.27	13:00:00	134460	134515	134285	134405	89528	291834	5
2025.03.27	13:15:00	134410	134640	134380	134600	84964	283692	5
2025.03.27	13:30:00	134600	134635	134520	134555	60063	203011	5
2025.03.27	13:45:00	134555	134560	134390	134440	73913	247356	5
2025.03.27	14:00:00	134445	134485	134365	134415	47154	155727	5
2025.03.27	14:15:00	134420	134485	134335	134345	51268	174975	5
2025.03.27	14:30:00	134345	134510	134330	134485	56732	193061	5
2025.03.27	14:45:00	134490	134640	133725	133975	179251	626645	5
2025.03.27	15:00:00	133980	134290	133940	134245	122250	422425	5
2025.03.27	15:15:00	134240	134315	134170	134270	66030	229179	5
2025.03.27	15:30:00	134265	134285	133920	133935	78836	263965	5
2025.03.27	15:45:00	133935	134115	133920	134095	49526	161170	5
2025.03.27	16:00:00	134095	134180	134080	134150	47224	162162	5
2025.03.27	16:15:00	134150	134150	133700	133875	90741	332019	5
2025.03.27	16:30:00	133870	133910	133660	133780	75060	253158	5
2025.03.27	16:45:00	133775	133955	133730	133945	63763	210485	5
2025.03.27	17:00:00	133945	134080	133850	133855	71436	246034	5
2025.03.27	17:15:00	133850	133900	133795	133840	30770	99408	5
2025.03.27	17:30:00	133840	133920	133820	133900	17302	58731	5
2025.03.27	17:45:00	133900	133940	133825	133880	21803	67209	5
2025.03.27	18:00:00	133880	133915	133765	133850	22734	64617	5
2025.03.27	18:15:00	133850	133900	133810	133835	8569	29021	5
2025.03.28	09:00:00	133745	133750	132900	133050	66866	713157	0
2025.03.28	09:15:00	133050	133145	132850	133070	45047	528610	0
2025.03.28	09:30:00	133075	133485	133030	133415	48308	575512	0
2025.03.28	09:45:00	133420	133475	133300	133440	27954	297246	0
2025.03.28	10:00:00	133435	133605	133270	133300	60401	725430	0
2025.03.28	10:15:00	133295	133545	133095	133505	63830	795190	0
2025.03.28	10:30:00	133505	133800	133340	133365	60302	732966	0
2025.03.28	10:45:00	133360	133495	133230	133265	36165	409566	0
2025.03.28	11:00:00	133270	133270	132665	132730	63492	807072	0
2025.03.28	11:15:00	132735	132780	132445	132635	44573	567987	0
2025.03.28	11:30:00	132635	132710	132350	132410	42087	547561	0
2025.03.28	11:45:00	132405	132415	132120	132185	36375	444294	0
2025.03.28	12:00:00	132180	132395	132080	132365	29680	394648	0
2025.03.28	12:15:00	132365	132505	132270	132300	25430	311975	0
2025.03.28	12:30:00	132295	132430	132245	132305	23815	306421	0
2025.03.28	12:45:00	132305	132450	132295	132400	14916	159214	0
2025.03.28	13:00:00	132395	132530	132345	132435	16922	185454	0
2025.03.28	13:15:00	132435	132515	132385	132425	14318	156516	0
2025.03.28	13:30:00	132425	132435	132245	132315	23162	254358	0
2025.03.28	13:45:00	132315	132380	132190	132200	16971	175838	0
2025.03.28	14:00:00	132205	132370	132155	132245	22277	247442	0
2025.03.28	14:15:00	132250	132255	132030	132220	27388	328451	0
2025.03.28	14:30:00	132220	132415	132120	132380	26229	330977	0
2025.03.28	14:45:00	132375	132625	132355	132625	25977	298926	0
2025.03.28	15:00:00	132625	133635	132615	133340	67488	949878	0
2025.03.28	15:15:00	133345	133355	132725	132810	35497	427953	0
2025.03.28	15:30:00	132810	133275	132780	133050	34720	447873	0
2025.03.28	15:45:00	133050	133100	132945	132995	15908	181125	0
2025.03.28	16:00:00	133000	133075	132915	132975	15527	170239	0
2025.03.28	16:15:00	132975	132995	132825	132900	15181	163253	0
2025.03.28	16:30:00	132895	133000	132820	132900	17387	199050	0
2025.03.28	16:45:00	132900	132975	132765	132815	14482	176228	0
2025.03.28	17:00:00	132815	132820	132570	132605	21856	275537	0
2025.03.28	17:15:00	132600	132690	132515	132645	11542	136440	0
2025.03.28	17:30:00	132645	132650	132560	132605	6476	65568	0
2025.03.28	17:45:00	132605	132760	132580	132690	7897	72275	0
2025.03.28	18:00:00	132690	132730	132625	132640	5307	37736	0
2025.03.28	18:15:00	132645	132750	132610	132695	3526	26575	0
2025.03.28	18:30:00	132720	132720	132720	132720	27	3477	0
2025.03.31	09:00:00	131935	132170	131555	131875	268471	664635	5
2025.03.31	09:15:00	131875	131905	131635	131790	117324	336472	5
2025.03.31	09:30:00	131790	131840	131430	131560	164172	485332	5
2025.03.31	09:45:00	131560	131765	131480	131680	111605	333930	5
2025.03.31	10:00:00	131685	131790	131515	131695	186588	554728	5
2025.03.31	10:15:00	131690	131745	131285	131395	243681	757893	5
2025.03.31	10:30:00	131390	131530	130930	130990	246985	776722	5
2025.03.31	10:45:00	130985	131385	130955	131365	187831	616029	5
2025.03.31	11:00:00	131370	131650	131275	131425	192543	643069	5
2025.03.31	11:15:00	131425	131510	131280	131385	132355	433886	5
2025.03.31	11:30:00	131390	131585	131380	131500	123287	388337	5
2025.03.31	11:45:00	131500	131545	131325	131450	86684	267142	5
2025.03.31	12:00:00	131450	131455	131090	131215	117236	405555	5
2025.03.31	12:15:00	131215	131245	130960	130970	86785	294476	5
2025.03.31	12:30:00	130975	131010	130855	130985	90095	307585	5
2025.03.31	12:45:00	130985	131095	130980	131030	74219	246270	5
2025.03.31	13:00:00	131035	131085	130900	130935	68350	241001	5
2025.03.31	13:15:00	130935	131080	130925	131035	60383	198453	5
2025.03.31	13:30:00	131030	131120	130960	131055	64879	218133	5
2025.03.31	13:45:00	131055	131175	131025	131045	64240	218554	5
2025.03.31	14:00:00	131045	131070	130915	130970	75100	253053	5
2025.03.31	14:15:00	130970	130985	130805	130870	70165	259091	5
2025.03.31	14:30:00	130865	131145	130860	131100	81942	302583	5
2025.03.31	14:45:00	131105	131205	131055	131115	68141	252836	5
2025.03.31	15:00:00	131110	131615	131100	131475	131867	472332	5
2025.03.31	15:15:00	131475	131720	131465	131580	125197	468925	5
2025.03.31	15:30:00	131580	131640	131320	131340	88668	328118	5
2025.03.31	15:45:00	131340	131410	131265	131335	81915	309036	5
2025.03.31	16:00:00	131330	131455	131310	131390	67356	273049	5
2025.03.31	16:15:00	131395	131435	131205	131215	67514	256339	5
2025.03.31	16:30:00	131215	131400	131200	131320	70262	276491	5
2025.03.31	16:45:00	131325	131395	131080	131115	86747	343227	5
2025.03.31	17:00:00	131115	131145	130870	131070	90559	356970	5
2025.03.31	17:15:00	131070	131130	131000	131020	35511	134741	5
2025.03.31	17:30:00	131025	131040	130930	130995	35328	123596	5
2025.03.31	17:45:00	131000	131090	130945	131050	27884	75727	5
2025.03.31	18:00:00	131045	131070	130960	131010	23459	61875	5
2025.03.31	18:15:00	131005	131045	130960	130960	8927	29403	5
2025.04.01	09:00:00	131130	131300	130935	131145	210424	515979	5
2025.04.01	09:15:00	131140	131325	131045	131295	119433	342206	5
2025.04.01	09:30:00	131295	131300	130865	130940	173811	536831	5
2025.04.01	09:45:00	130940	131190	130900	131105	138146	423971	5
2025.04.01	10:00:00	131100	131155	130625	130775	295390	919760	5
2025.04.01	10:15:00	130775	131350	130655	131320	222060	705511	5
2025.04.01	10:30:00	131320	131425	131125	131225	257732	842755	5
2025.04.01	10:45:00	131225	131510	131075	131380	214616	685880	5
2025.04.01	11:00:00	131380	131720	131120	131535	272006	878446	5
2025.04.01	11:15:00	131540	131940	131455	131895	178524	601404	5
2025.04.01	11:30:00	131895	132390	131875	132325	223311	777714	5
2025.04.01	11:45:00	132325	132345	131965	132040	120458	425381	5
2025.04.01	12:00:00	132035	132375	132035	132350	117642	399036	5
2025.04.01	12:15:00	132350	132515	132230	132365	120165	420276	5
2025.04.01	12:30:00	132360	132395	132210	132340	67727	221618	5
2025.04.01	12:45:00	132335	132475	132300	132430	59797	201365	5
2025.04.01	13:00:00	132430	132585	132305	132375	114349	377223	5
2025.04.01	13:15:00	132380	132495	132320	132385	69575	231359	5
2025.04.01	13:30:00	132385	132455	132205	132215	78001	256183	5
2025.04.01	13:45:00	132220	132310	132045	132240	101185	333654	5
2025.04.01	14:00:00	132235	132370	132185	132320	83406	264888	5
2025.04.01	14:15:00	132320	132470	132290	132450	59569	191347	5
2025.04.01	14:30:00	132455	132665	132420	132550	91491	312685	5
2025.04.01	14:45:00	132545	132600	132385	132420	75182	251424	5
2025.04.01	15:00:00	132425	132475	132375	132395	44912	149830	5
2025.04.01	15:15:00	132390	132395	132095	132105	80579	283850	5
2025.04.01	15:30:00	132105	132150	131620	131755	135037	507138	5
2025.04.01	15:45:00	131760	131955	131745	131860	77887	279998	5
2025.04.01	16:00:00	131860	132045	131825	132025	71451	252921	5
2025.04.01	16:15:00	132020	132080	131915	131925	60802	208584	5
2025.04.01	16:30:00	131930	131960	131715	131730	77880	257461	5
2025.04.01	16:45:00	131735	131915	131635	131875	87404	304283	5
2025.04.01	17:00:00	131870	131890	131705	131730	50482	175622	5
2025.04.01	17:15:00	131730	131815	131640	131740	43927	154895	5
2025.04.01	17:30:00	131740	131835	131715	131805	22303	79007	5
2025.04.01	17:45:00	131805	131890	131780	131830	29760	78268	5
2025.04.01	18:00:00	131830	131840	131715	131735	19818	46592	5
2025.04.01	18:15:00	131740	131755	131610	131700	12478	42429	5
2025.04.02	09:00:00	131525	132045	131435	131690	244589	637268	5
2025.04.02	09:15:00	131685	131770	131405	131435	179431	527718	5
2025.04.02	09:30:00	131430	131850	131430	131650	221451	678098	5
2025.04.02	09:45:00	131655	131795	131550	131620	121056	351680	5
2025.04.02	10:00:00	131620	131835	131565	131765	176727	544451	5
2025.04.02	10:15:00	131765	132130	131570	131880	265247	864766	5
2025.04.02	10:30:00	131875	131935	131310	131375	286806	974921	5
2025.04.02	10:45:00	131380	131410	131030	131115	199541	666667	5
2025.04.02	11:00:00	131120	131150	130885	131050	186510	602441	5
2025.04.02	11:15:00	131055	131255	130985	131180	141198	482611	5
2025.04.02	11:30:00	131180	131500	131060	131320	163030	570996	5
2025.04.02	11:45:00	131320	131750	131290	131495	173352	604061	5
2025.04.02	12:00:00	131500	131670	131390	131655	119135	429717	5
2025.04.02	12:15:00	131650	131680	131560	131620	64922	220752	5
2025.04.02	12:30:00	131625	131695	131430	131520	84764	303068	5
2025.04.02	12:45:00	131520	131575	131360	131525	84146	290852	5
2025.04.02	13:00:00	131525	131750	131525	131695	92434	317631	5
2025.04.02	13:15:00	131690	131740	131555	131630	70365	234013	5
2025.04.02	13:30:00	131635	131640	131355	131610	107528	389884	5
2025.04.02	13:45:00	131615	131930	131570	131855	121407	425220	5
2025.04.02	14:00:00	131855	131875	131650	131665	79573	265827	5
2025.04.02	14:15:00	131665	131665	131420	131525	97894	338690	5
2025.04.02	14:30:00	131530	131665	131520	131615	84149	304967	5
2025.04.02	14:45:00	131615	131705	131530	131685	64478	222952	5
2025.04.02	15:00:00	131690	131745	131590	131635	67744	232464	5
2025.04.02	15:15:00	131635	131720	131610	131680	38722	135702	5
2025.04.02	15:30:00	131675	131830	131665	131810	64870	228255	5
2025.04.02	15:45:00	131810	131840	131675	131690	49365	164742	5
2025.04.02	16:00:00	131685	131790	131675	131755	40885	140716	5
2025.04.02	16:15:00	131755	131820	131700	131750	42604	142565	5
2025.04.02	16:30:00	131750	131885	131705	131825	61485	198547	5
2025.04.02	16:45:00	131825	131995	131755	131955	60547	200727	5
2025.04.02	17:00:00	131955	133410	131440	132655	245610	731452	5
2025.04.02	17:15:00	132655	132945	130990	131220	310010	773297	5
2025.04.02	17:30:00	131220	132475	131195	131315	220049	515180	5
2025.04.02	17:45:00	131315	131550	131260	131385	62120	141489	5
2025.04.02	18:00:00	131390	131550	131275	131285	25910	74978	5
2025.04.02	18:15:00	131290	131325	130760	130760	16873	66165	5
2025.04.03	09:00:00	130340	131590	130225	131390	344140	987292	5
2025.04.03	09:15:00	131385	131470	131060	131165	149751	493944	5
2025.04.03	09:30:00	131165	131435	130930	130995	188761	576422	5
2025.04.03	09:45:00	130995	131035	130205	130360	212053	672314	5
2025.04.03	10:00:00	130360	131095	130265	130860	283321	866993	5
2025.04.03	10:15:00	130860	132070	130800	131830	363093	1110411	5
2025.04.03	10:30:00	131830	132610	131820	132465	315312	1008356	5
2025.04.03	10:45:00	132465	133070	132425	132550	263772	841890	5
2025.04.03	11:00:00	132550	133130	132475	132730	222709	687524	5
2025.04.03	11:15:00	132730	132770	132115	132470	209964	636452	5
2025.04.03	11:30:00	132465	132860	132440	132680	175376	552802	5
2025.04.03	11:45:00	132675	132695	132140	132155	176826	544185	5
2025.04.03	12:00:00	132160	132185	131515	131815	209650	665739	5
2025.04.03	12:15:00	131810	131995	131590	131730	155038	497901	5
2025.04.03	12:30:00	131730	131815	131375	131440	133753	409949	5
2025.04.03	12:45:00	131445	131660	131360	131565	105816	336537	5
2025.04.03	13:00:00	131570	131880	131520	131625	97696	298560	5
