<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.04.03	13:15:00	131625	131860	131580	131820	76865	238867	5
2025.04.03	13:30:00	131815	131915	131630	131800	86781	267911	5
2025.04.03	13:45:00	131800	132120	131740	131905	120281	376925	5
2025.04.03	14:00:00	131905	132060	131815	131915	80273	237775	5
2025.04.03	14:15:00	131915	131960	131670	131715	70752	219732	5
2025.04.03	14:30:00	131715	131930	131595	131875	102404	322081	5
2025.04.03	14:45:00	131880	132140	131875	131895	116813	374306	5
2025.04.03	15:00:00	131895	132010	131725	131870	91758	296939	5
2025.04.03	15:15:00	131875	131980	131685	131860	102579	313334	5
2025.04.03	15:30:00	131860	132030	131740	132005	106143	332138	5
2025.04.03	15:45:00	132005	132015	131815	131925	67941	213506	5
2025.04.03	16:00:00	131925	132025	131870	131995	61672	198852	5
2025.04.03	16:15:00	131995	132000	131670	131740	79668	263513	5
2025.04.03	16:30:00	131740	131775	131590	131720	81325	248454	5
2025.04.03	16:45:00	131720	131765	131555	131745	86475	263356	5
2025.04.03	17:00:00	131745	131800	131615	131705	57587	179541	5
2025.04.03	17:15:00	131700	131875	131655	131780	54719	158633	5
2025.04.03	17:30:00	131775	131825	131685	131760	28554	85458	5
2025.04.03	17:45:00	131765	131865	131685	131750	30186	90653	5
2025.04.03	18:00:00	131740	131795	131710	131760	14348	38974	5
2025.04.03	18:15:00	131755	131870	131655	131870	10510	36657	5
2025.04.04	09:00:00	129700	129700	128870	129465	243461	702887	5
2025.04.04	09:15:00	129460	129825	129100	129330	177932	469077	5
2025.04.04	09:30:00	129360	129900	129115	129245	277703	677767	5
2025.04.04	09:45:00	129245	129385	128730	128975	208685	564907	5
2025.04.04	10:00:00	128975	129315	128600	128685	280514	807263	5
2025.04.04	10:15:00	128685	128705	128055	128385	255828	843083	5
2025.04.04	10:30:00	128380	128625	127780	127830	305386	940316	5
2025.04.04	10:45:00	127830	128215	127670	128015	259369	782893	5
2025.04.04	11:00:00	128015	128020	127520	127625	200944	603156	5
2025.04.04	11:15:00	127625	127850	127555	127645	153568	474814	5
2025.04.04	11:30:00	127645	127770	127305	127355	174079	548358	5
2025.04.04	11:45:00	127355	127390	126825	127285	267367	885248	5
2025.04.04	12:00:00	127280	128200	127215	128080	311835	989105	5
2025.04.04	12:15:00	128075	128215	127205	127470	227806	725358	5
2025.04.04	12:30:00	127465	127715	127240	127610	155315	467234	5
2025.04.04	12:45:00	127605	127820	127475	127540	118196	343902	5
2025.04.04	13:00:00	127540	127850	127485	127805	97030	301463	5
2025.04.04	13:15:00	127805	127815	127215	127355	112653	366091	5
2025.04.04	13:30:00	127355	127795	127335	127610	98054	316519	5
2025.04.04	13:45:00	127610	127685	127550	127565	71700	220054	5
2025.04.04	14:00:00	127570	127665	127275	127360	104901	322839	5
2025.04.04	14:15:00	127360	127525	127245	127440	93222	287926	5
2025.04.04	14:30:00	127435	127735	127290	127660	126773	398831	5
2025.04.04	14:45:00	127665	127850	127600	127730	98387	297646	5
2025.04.04	15:00:00	127730	127825	127480	127570	110120	321164	5
2025.04.04	15:15:00	127575	127630	127425	127520	82204	251393	5
2025.04.04	15:30:00	127520	127685	127180	127250	102913	322610	5
2025.04.04	15:45:00	127255	127445	127165	127375	92234	284907	5
2025.04.04	16:00:00	127375	127540	127300	127485	76644	224024	5
2025.04.04	16:15:00	127490	127530	127250	127440	97358	284395	5
2025.04.04	16:30:00	127435	127855	127395	127660	115469	346621	5
2025.04.04	16:45:00	127655	127750	127485	127485	93558	272072	5
2025.04.04	17:00:00	127485	127715	127430	127450	78194	242673	5
2025.04.04	17:15:00	127455	127485	127280	127415	55020	172967	5
2025.04.04	17:30:00	127415	127690	127385	127480	51872	150125	5
2025.04.04	17:45:00	127485	127645	127415	127620	37846	96880	5
2025.04.04	18:00:00	127625	127645	127350	127495	30148	79044	5
2025.04.04	18:15:00	127495	127790	127480	127650	14326	44707	5
2025.04.07	09:00:00	125650	126160	125350	125725	323881	749786	5
2025.04.07	09:15:00	125725	126445	125465	126410	255882	684647	5
2025.04.07	09:30:00	126410	126490	126155	126315	226276	584375	5
2025.04.07	09:45:00	126310	126380	125960	126075	246995	703829	5
2025.04.07	10:00:00	126080	126120	125640	125735	251722	725525	5
2025.04.07	10:15:00	125735	125765	125120	125255	268655	827119	5
2025.04.07	10:30:00	125250	125600	124225	124470	433131	1276485	5
2025.04.07	10:45:00	124470	125720	124335	125535	329878	991116	5
2025.04.07	11:00:00	125530	129025	125370	128235	527039	1457004	5
2025.04.07	11:15:00	128235	128525	125850	126050	658288	1503897	5
2025.04.07	11:30:00	126055	127025	125505	126380	498474	1046773	5
2025.04.07	11:45:00	126375	127305	126275	127190	375898	790061	5
2025.04.07	12:00:00	127190	127585	126005	126115	318791	720271	5
2025.04.07	12:15:00	126120	126430	125260	125395	321643	731587	5
2025.04.07	12:30:00	125400	126465	125275	126405	271033	603204	5
2025.04.07	12:45:00	126405	126430	125820	125885	217940	492637	5
2025.04.07	13:00:00	125890	126070	125345	125430	198372	449922	5
2025.04.07	13:15:00	125430	125680	125090	125595	182379	410366	5
2025.04.07	13:30:00	125590	125925	125430	125540	161350	373691	5
2025.04.07	13:45:00	125540	125825	125360	125645	156935	361689	5
2025.04.07	14:00:00	125640	126330	125530	126165	246176	581930	5
2025.04.07	14:15:00	126165	126565	126075	126535	181596	437590	5
2025.04.07	14:30:00	126530	126760	126275	126565	150759	384770	5
2025.04.07	14:45:00	126565	126895	126165	126550	145256	383126	5
2025.04.07	15:00:00	126550	126735	126265	126370	133542	317992	5
2025.04.07	15:15:00	126370	126865	126160	126240	158665	397295	5
2025.04.07	15:30:00	126245	126315	125860	126015	148467	362224	5
2025.04.07	15:45:00	126010	126080	125435	125565	142873	378746	5
2025.04.07	16:00:00	125560	125935	125535	125785	120802	302199	5
2025.04.07	16:15:00	125785	126055	125630	125800	135146	329101	5
2025.04.07	16:30:00	125805	126350	125730	125770	144131	358889	5
2025.04.07	16:45:00	125765	126050	125525	125815	119156	302805	5
2025.04.07	17:00:00	125815	126120	125790	125930	70711	175085	5
2025.04.07	17:15:00	125930	126065	125825	125900	48786	123011	5
2025.04.07	17:30:00	125900	125960	125715	125900	40663	99548	5
2025.04.07	17:45:00	125900	125935	125780	125900	30268	70375	5
2025.04.07	18:00:00	125900	125915	125720	125800	18868	40124	5
2025.04.07	18:15:00	125795	125960	125765	125890	8023	26294	5
2025.04.08	09:00:00	127300	127445	126565	126810	305520	780108	5
2025.04.08	09:15:00	126810	126860	126440	126535	187748	525525	5
2025.04.08	09:30:00	126535	126560	126170	126260	175380	497396	5
2025.04.08	09:45:00	126260	126680	126235	126610	169064	502298	5
2025.04.08	10:00:00	126605	127465	126470	127130	332393	980653	5
2025.04.08	10:15:00	127135	127980	127035	127735	284160	848554	5
2025.04.08	10:30:00	127735	127845	127015	127345	322124	949785	5
2025.04.08	10:45:00	127340	127445	126865	126985	261710	743592	5
2025.04.08	11:00:00	126985	127475	126910	127075	218736	627461	5
2025.04.08	11:15:00	127080	127190	126675	126875	192940	581109	5
2025.04.08	11:30:00	126875	126960	126390	126410	221545	674820	5
2025.04.08	11:45:00	126415	126530	125715	125790	235651	742446	5
2025.04.08	12:00:00	125790	125985	125250	125420	211045	663852	5
2025.04.08	12:15:00	125420	125735	125320	125455	148150	444799	5
2025.04.08	12:30:00	125455	126070	125430	125830	169374	513827	5
2025.04.08	12:45:00	125830	125950	125490	125780	139930	423232	5
2025.04.08	13:00:00	125775	125800	125525	125565	111075	322467	5
2025.04.08	13:15:00	125565	125580	125025	125540	166117	517670	5
2025.04.08	13:30:00	125540	125595	124675	124965	217773	658907	5
2025.04.08	13:45:00	124965	125385	124865	125000	206848	587350	5
2025.04.08	14:00:00	125000	125155	124465	124610	196854	545840	5
2025.04.08	14:15:00	124615	124980	124430	124555	188019	539113	5
2025.04.08	14:30:00	124550	125330	124535	125110	208965	591126	5
2025.04.08	14:45:00	125110	125205	124820	125200	146083	402238	5
2025.04.08	15:00:00	125195	125280	124795	124910	132129	393641	5
2025.04.08	15:15:00	124905	125180	124725	124840	130203	379374	5
2025.04.08	15:30:00	124835	125770	124835	125015	207579	577851	5
2025.04.08	15:45:00	125010	125205	124680	124705	113035	343562	5
2025.04.08	16:00:00	124705	124740	124030	124075	177230	534196	5
2025.04.08	16:15:00	124075	124385	123820	124195	175085	537188	5
2025.04.08	16:30:00	124195	124225	123645	123915	166298	490897	5
2025.04.08	16:45:00	123920	124340	123855	124220	123870	354223	5
2025.04.08	17:00:00	124225	124395	124135	124235	69762	204100	5
2025.04.08	17:15:00	124235	124375	124015	124040	55221	159120	5
2025.04.08	17:30:00	124040	124075	123925	123950	35018	100955	5
2025.04.08	17:45:00	123950	124150	123945	124010	34993	92245	5
2025.04.08	18:00:00	124010	124070	123800	124040	35365	85242	5
2025.04.08	18:15:00	124045	124125	123915	124000	15207	40036	5
2025.04.09	09:00:00	123015	123405	122800	123125	337435	801023	5
2025.04.09	09:15:00	123125	123195	122930	123130	141313	433071	5
2025.04.09	09:30:00	123130	123340	122560	122800	260467	755488	5
2025.04.09	09:45:00	122795	123310	122710	123150	233377	678094	5
2025.04.09	10:00:00	123155	123570	123060	123395	322411	899373	5
2025.04.09	10:15:00	123390	123860	123325	123735	300882	842902	5
2025.04.09	10:30:00	123735	124570	123525	124355	403366	1125833	5
2025.04.09	10:45:00	124360	124760	124085	124475	318480	862494	5
2025.04.09	11:00:00	124475	125040	124200	124220	335030	914938	5
2025.04.09	11:15:00	124230	124760	124180	124355	284942	775619	5
2025.04.09	11:30:00	124355	124915	124325	124430	242847	629456	5
2025.04.09	11:45:00	124425	124835	123830	123950	266467	732865	5
2025.04.09	12:00:00	123950	124060	123605	123870	223285	594115	5
2025.04.09	12:15:00	123875	124525	123845	124265	243066	679521	5
2025.04.09	12:30:00	124270	124460	123840	123915	176027	478949	5
2025.04.09	12:45:00	123915	124370	123740	123795	164349	444200	5
2025.04.09	13:00:00	123790	124425	123730	124330	127771	362828	5
2025.04.09	13:15:00	124330	124625	124285	124330	119284	318419	5
2025.04.09	13:30:00	124330	124660	124200	124545	155148	426103	5
2025.04.09	13:45:00	124545	124820	124425	124585	142015	384204	5
2025.04.09	14:00:00	124585	125165	124355	124640	246010	603295	5
2025.04.09	14:15:00	124640	129960	123800	128195	341497	928307	5
2025.04.09	14:30:00	128000	129140	127320	127795	284683	781106	5
2025.04.09	14:45:00	127795	128850	127700	128570	242554	586624	5
2025.04.09	15:00:00	128565	128845	127500	128135	269511	615448	5
2025.04.09	15:15:00	128140	128535	127875	128290	192231	430497	5
2025.04.09	15:30:00	128280	128485	127385	127505	216667	491890	5
2025.04.09	15:45:00	127515	127915	127035	127145	234317	511309	5
2025.04.09	16:00:00	127150	127770	126895	127605	194788	445834	5
2025.04.09	16:15:00	127610	128245	127420	128065	150534	367498	5
2025.04.09	16:30:00	128060	128380	127875	128065	130339	311137	5
2025.04.09	16:45:00	128070	128365	127700	127905	126077	324789	5
2025.04.09	17:00:00	127905	128235	127570	127620	98435	247465	5
2025.04.09	17:15:00	127620	127880	127540	127790	66316	162967	5
2025.04.09	17:30:00	127790	127915	127600	127770	52974	118745	5
2025.04.09	17:45:00	127775	127795	127505	127625	57474	115787	5
2025.04.09	18:00:00	127620	127945	127500	127720	31498	72759	5
2025.04.09	18:15:00	127710	127800	127550	127550	10224	26116	5
2025.04.10	09:00:00	127145	127410	126735	127375	282987	659185	5
2025.04.10	09:15:00	127375	127980	127320	127620	202454	536490	5
2025.04.10	09:30:00	127620	128245	127420	127460	284122	741832	5
2025.04.10	09:45:00	127460	127620	127240	127280	194968	540109	5
2025.04.10	10:00:00	127275	127480	126800	126955	287046	815451	5
2025.04.10	10:15:00	126955	127270	126540	126615	292547	805985	5
2025.04.10	10:30:00	126615	127455	126600	127320	364080	961410	5
2025.04.10	10:45:00	127325	127800	126825	126840	341031	883909	5
2025.04.10	11:00:00	126845	127195	126600	126750	288873	737677	5
2025.04.10	11:15:00	126750	127010	126510	126650	240600	645350	5
2025.04.10	11:30:00	126650	127365	126650	127150	205787	544425	5
2025.04.10	11:45:00	127150	127265	126685	126705	178527	467158	5
2025.04.10	12:00:00	126710	126970	126520	126840	179130	488165	5
2025.04.10	12:15:00	126835	126870	126355	126370	152059	408144	5
2025.04.10	12:30:00	126365	126720	126210	126465	196896	501052	5
2025.04.10	12:45:00	126470	126575	125985	126050	164063	434357	5
2025.04.10	13:00:00	126050	126150	125645	125755	206513	536376	5
2025.04.10	13:15:00	125750	125840	125060	125180	224381	564909	5
2025.04.10	13:30:00	125175	125740	125150	125670	191568	466568	5
2025.04.10	13:45:00	125670	126245	125500	126195	194412	494460	5
2025.04.10	14:00:00	126195	126635	125530	125655	277941	649231	5
2025.04.10	14:15:00	125660	126060	125485	125995	178989	413014	5
2025.04.10	14:30:00	125985	126600	125920	126565	186301	473047	5
2025.04.10	14:45:00	126565	126660	126155	126415	180003	432523	5
2025.04.10	15:00:00	126410	126725	126205	126250	178359	444346	5
2025.04.10	15:15:00	126245	126925	126185	126740	211683	520431	5
2025.04.10	15:30:00	126745	126885	126555	126775	153173	360897	5
2025.04.10	15:45:00	126780	126795	126255	126385	154564	367579	5
2025.04.10	16:00:00	126385	126740	126255	126450	158837	382141	5
2025.04.10	16:15:00	126455	126845	126290	126305	166285	400312	5
2025.04.10	16:30:00	126310	126620	125645	125740	182057	446962	5
2025.04.10	16:45:00	125740	126640	125695	126475	192369	467389	5
2025.04.10	17:00:00	126475	126790	126410	126695	92320	229054	5
2025.04.10	17:15:00	126700	126705	126480	126515	45592	111440	5
2025.04.10	17:30:00	126510	126780	126430	126470	43133	110759	5
2025.04.10	17:45:00	126475	126630	126430	126600	28433	66197	5
2025.04.10	18:00:00	126595	126630	126465	126485	22155	46128	5
2025.04.10	18:15:00	126485	126535	126360	126535	11582	29185	5
2025.04.11	09:00:00	127080	127585	126960	127495	276524	639472	5
2025.04.11	09:15:00	127495	127675	127205	127470	177026	442913	5
2025.04.11	09:30:00	127475	127655	127200	127320	223821	601947	5
2025.04.11	09:45:00	127315	127380	127115	127295	161290	440982	5
2025.04.11	10:00:00	127290	127340	126670	126770	283344	821937	5
2025.04.11	10:15:00	126775	126810	126410	126440	257552	727543	5
2025.04.11	10:30:00	126435	127275	126205	127075	479864	1280046	5
2025.04.11	10:45:00	127075	127450	126940	126990	268774	712172	5
2025.04.11	11:00:00	126995	127300	126630	126975	313186	776847	5
2025.04.11	11:15:00	126975	127130	126100	126320	314951	848405	5
2025.04.11	11:30:00	126315	126820	126265	126680	273701	682100	5
2025.04.11	11:45:00	126680	127060	126630	126670	189967	490694	5
2025.04.11	12:00:00	126670	127375	126385	126415	249204	699817	5
2025.04.11	12:15:00	126415	126655	126295	126570	131949	380265	5
2025.04.11	12:30:00	126570	126970	126530	126945	107619	307177	5
2025.04.11	12:45:00	126950	127045	126800	127000	91078	268255	5
2025.04.11	13:00:00	127000	127260	126840	127225	110815	333474	5
2025.04.11	13:15:00	127225	127490	127165	127260	110981	340002	5
2025.04.11	13:30:00	127260	127585	127255	127505	119590	360593	5
2025.04.11	13:45:00	127500	127825	127375	127690	128136	401285	5
2025.04.11	14:00:00	127685	127755	127385	127500	109937	328619	5
2025.04.11	14:15:00	127500	127590	127255	127525	117497	358901	5
2025.04.11	14:30:00	127530	128375	127385	128280	204275	642145	5
2025.04.11	14:45:00	128280	128540	128055	128215	154457	470604	5
2025.04.11	15:00:00	128210	128370	128075	128210	114272	354120	5
2025.04.11	15:15:00	128210	128260	127955	128005	96915	281697	5
2025.04.11	15:30:00	128010	128230	128000	128085	82722	253001	5
2025.04.11	15:45:00	128080	128245	128045	128135	71475	218826	5
2025.04.11	16:00:00	128130	128475	128105	128415	85900	262612	5
2025.04.11	16:15:00	128415	128445	128185	128305	78515	257140	5
2025.04.11	16:30:00	128305	128310	128155	128240	66014	203811	5
2025.04.11	16:45:00	128240	128330	128035	128055	76831	231514	5
2025.04.11	17:00:00	128055	128085	127725	128005	94842	290409	5
2025.04.11	17:15:00	128005	128055	127915	127955	38899	110286	5
2025.04.11	17:30:00	127950	127985	127865	127920	30297	81540	5
2025.04.11	17:45:00	127915	127995	127805	127885	27022	66764	5
2025.04.11	18:00:00	127890	127995	127855	127900	18097	42980	5
2025.04.11	18:15:00	127900	127925	127740	127920	10989	31155	5
2025.04.14	09:00:00	128600	129260	128445	129195	279014	696785	5
2025.04.14	09:15:00	129190	129215	128970	129095	161974	454923	5
2025.04.14	09:30:00	129100	129370	129060	129180	148716	415169	5
2025.04.14	09:45:00	129180	129495	129125	129470	150698	431024	5
2025.04.14	10:00:00	129465	129700	129420	129600	255394	744578	5
2025.04.14	10:15:00	129595	129610	129125	129275	240708	711799	5
2025.04.14	10:30:00	129275	129505	128975	129210	345457	980573	5
2025.04.14	10:45:00	129215	129300	128975	129125	207461	610017	5
2025.04.14	11:00:00	129130	129380	129070	129305	221430	654182	5
2025.04.14	11:15:00	129305	129590	129195	129245	224387	668055	5
2025.04.14	11:30:00	129245	129285	128895	129035	182718	574379	5
2025.04.14	11:45:00	129035	129225	128775	128865	178016	552889	5
2025.04.14	12:00:00	128860	129175	128735	129080	165445	489352	5
2025.04.14	12:15:00	129080	129310	128830	129015	185036	565764	5
2025.04.14	12:30:00	129020	129170	128570	128800	194069	571876	5
2025.04.14	12:45:00	128800	128900	128480	128750	184288	556590	5
2025.04.14	13:00:00	128750	128820	128425	128705	178471	532450	5
2025.04.14	13:15:00	128705	129015	128630	128715	178140	536261	5
2025.04.14	13:30:00	128715	129120	128695	128975	136958	425463	5
2025.04.14	13:45:00	128980	129045	128830	128880	96967	294427	5
2025.04.14	14:00:00	128875	129450	128860	128990	200022	579093	5
2025.04.14	14:15:00	128990	129150	128885	128940	93277	269563	5
2025.04.14	14:30:00	128935	129145	128880	129040	101612	309958	5
2025.04.14	14:45:00	129040	129530	129025	129285	143738	446512	5
2025.04.14	15:00:00	129290	129425	129240	129385	74626	240731	5
2025.04.14	15:15:00	129385	129860	129360	129800	144003	487146	5
2025.04.14	15:30:00	129795	130000	129625	129780	144194	457690	5
2025.04.14	15:45:00	129780	129940	129710	129895	84469	295709	5
2025.04.14	16:00:00	129900	130125	129890	130015	107409	366684	5
2025.04.14	16:15:00	130020	130025	129680	129805	115236	377930	5
2025.04.14	16:30:00	129800	129940	129750	129850	75924	220095	5
2025.04.14	16:45:00	129850	129895	129605	129685	111939	331945	5
2025.04.14	17:00:00	129680	129725	129490	129685	88350	273002	5
2025.04.14	17:15:00	129685	129690	129495	129665	69740	211862	5
2025.04.14	17:30:00	129665	129760	129550	129585	50606	142465	5
2025.04.14	17:45:00	129580	129665	129525	129625	34898	81035	5
2025.04.14	18:00:00	129625	129680	129550	129620	26337	62267	5
2025.04.14	18:15:00	129620	129625	129400	129480	19953	56986	5
2025.04.15	09:00:00	129450	129955	129380	129810	276395	672394	5
